,A-A(0.66V),,
Wavelength (nm),Gaussian number,,
,1,2,3
450.29587,0.00668735413801923,0.021763551657217984,0.00625530318791396
450.74942,0.00681207005851982,0.021487520638340588,0.006842872695767785
451.20295,0.0068421739120764985,0.021564010777559938,0.006601263160881422
451.65645,0.006863676636970596,0.02048459289278628,0.007382638099434181
452.10992,0.007014195866049044,0.019344614849728974,0.008335116697971405
452.56337,0.007022796956006684,0.01903246700963112,0.009433457332949565
453.01679,0.007143212370233398,0.01830535076993942,0.00860443680779322
453.47018,0.007113108516676719,0.019479426970134044,0.007076751932786266
453.92355,0.006953988197640631,0.018937896590019276,0.008834961185595614
454.37689,0.007104507426719081,0.019338471106619758,0.008553847784219554
454.8302,0.0070356986296480845,0.01980574918021047,0.008707207816329433
455.28349,0.007104507426719081,0.020643409668627606,0.008177046275583867
455.73675,0.007091605753077678,0.020758210613584807,0.008183489584088313
456.18998,0.007104507426719081,0.02078840269719087,0.008455743650223797
456.64319,0.007164715095127494,0.020905134736656738,0.009068812109486134
457.09637,0.007113108516676719,0.021273717492894844,0.00925391895519125
457.54952,0.007250726072113766,0.020647271712695647,0.008891373442292006
458.00264,0.007418447519812438,0.020514171173784457,0.009411146504921038
458.45574,0.00738404312127694,0.01942474752000156,0.011454002538447649
458.90882,0.007581868383827344,0.018969405983694135,0.01081932554707336
459.36186,0.007685081579433838,0.019247192631696625,0.0099053768705498
459.81488,0.0076334749622781195,0.01986951353232307,0.009531550295542413
460.26788,0.007663578815834798,0.01907604452145896,0.009635142036178539
460.72084,0.0076592782708559785,0.01858871122478916,0.01033437773910265
461.17378,0.007624873872320481,0.01816988098058058,0.011033304635468671
461.6267,0.007586168928806164,0.01833304216717746,0.0125426863135216
462.07958,0.007702283759349116,0.01749919983831446,0.013591885497562298
462.53244,0.007999021672527194,0.01710617390813047,0.01406495671437842
462.98527,0.008054928795956788,0.01689868980806021,0.014131660700313934
463.43808,0.008222650204950516,0.01738181047429745,0.012804396843202958
463.89086,0.008334464490514648,0.01765555979413366,0.012325578300333737
464.34361,0.008338765035493467,0.01779853432173109,0.012518148186328423
464.79634,0.008532289753065051,0.017888935795970982,0.011469136340882025
465.24904,0.008652705167291766,0.017216191941990505,0.011468608036884133
465.70171,0.008648404583608004,0.017236334915929366,0.011722437989465286
466.15435,0.008510787028170956,0.01786278069612857,0.011933137299697668
466.60697,0.008502185938213318,0.01812055598739787,0.011025842950737639
467.05957,0.008609699640093687,0.019103165819317692,0.010015089155257855
467.51213,0.008786022177749996,0.018222938028384265,0.010428341763559116
467.96467,0.00861400022377745,0.01893802965369825,0.009764562194347971
468.41718,0.008480683174614277,0.018166897746239734,0.011596653665423064
468.86967,0.008519388118128595,0.018293722943004007,0.012813897456800335
469.32212,0.00843767768612114,0.019057043392205313,0.011960879814276232
469.77456,0.008506486483192136,0.018607889284067678,0.012539222646563564
470.22696,0.008325863400557009,0.01916390126169961,0.012924528411421773
470.67934,0.008325863400557009,0.01943576335337303,0.012338066847549343
471.13169,0.008459180449720181,0.01902882592505118,0.01275084817546234
471.58401,0.008570994696579369,0.019646934195245082,0.011401916272150425
472.03631,0.008880634244693908,0.0185953828286904,0.01152300674742318
472.48858,0.0087301150543204,0.018738532640386097,0.011347042437935523
472.94083,0.008915038643229406,0.017636777833492167,0.01246068678383203
473.39304,0.00898814798527922,0.018128060725636472,0.012801280699197925
473.84523,0.008970945805363941,0.018752356405832175,0.011754291604554391
474.2974,0.009061257327329035,0.018836833486860296,0.012377689380307137
474.74953,0.008897836463314128,0.01947539126972637,0.011673460421931757
475.20164,0.009069858417286674,0.01977525182305909,0.01092581294349675
475.65373,0.009035454018751176,0.020208256437246244,0.01002722092235163
476.10578,0.009065557872307855,0.02115470556343172,0.008008718065826924
476.55781,0.009246180954942982,0.0207618110691681,0.008004734894530421
477.00981,0.009314989752013978,0.02056639508725079,0.008175990124087745
477.46179,0.009388099094063794,0.019499001291166905,0.009343857919603293
477.91374,0.009431104582556929,0.019460690503597056,0.00952965139165933
478.36566,0.0095515199580787,0.018715450316620263,0.010420158940082637
478.81756,0.009659033698664013,0.01734192096945939,0.012467459588210005
479.26942,0.009560121048036338,0.017533343489556284,0.012254162350500022
479.72127,0.0095515199580787,0.017338015240330778,0.012447227372774258
480.17308,0.00965043257000143,0.016983475418150894,0.01258289436395581
480.62487,0.009616028171465932,0.017960204541919534,0.011140455231309404
481.07663,0.00970203918715715,0.017811086271212886,0.010190462550462727
481.52836,0.009693438058494567,0.018467593061668428,0.008916162512815646
481.98007,0.009590224901593017,0.01824417861809183,0.009140141832591087
482.43175,0.009676235878579291,0.018711281552533616,0.008468958678878868
482.8834,0.009611727626487113,0.018270333717934246,0.01010783336287614
483.33503,0.009577323227951616,0.01814148985708682,0.010388000827144545
483.78663,0.009555820503057519,0.018695307523966715,0.009862636719098095
484.2382,0.00969773864217833,0.018175587832938808,0.010420179224411952
484.68975,0.009917066629622832,0.017800773782185017,0.011169532340495343
485.14127,0.009813853472721281,0.018374821811292925,0.011310269641010737
485.59276,0.009904164994686375,0.018278057443499657,0.01045187269314108
486.04423,0.009929968303264234,0.01909965617065812,0.009362964119704865
486.49567,0.010041782550123422,0.018775308776486938,0.01007457708107033
486.94708,0.01023960785137877,0.018356215479152314,0.010664689783755557
487.39846,0.01034712155325914,0.01772577623713272,0.011149486801466659
487.84982,0.010398728170414859,0.016904089595997165,0.011999662772720564
488.30115,0.010609455067901723,0.016623933679379,0.01130855205287645
488.75245,0.010863187492586664,0.015961107861715996,0.011911963763058312
489.20373,0.0109061929810798,0.01672025954683065,0.010994976761201015
489.65498,0.010828783094051166,0.016810967922374468,0.011746837798602479
490.1062,0.010807280330452126,0.01796288250271507,0.01070350379324089
490.5574,0.010867488037565484,0.018659586964500603,0.009719822876258959
491.00857,0.010897591891122162,0.01860920804060978,0.010538603446566569
491.45971,0.010953499014551756,0.018474220617938457,0.010495194378906506
491.91083,0.010987903413087254,0.01825870554659618,0.010521140422650947
492.36192,0.01106101275513707,0.01702819459337863,0.011676454199529344
492.81298,0.010987903413087254,0.01769685707156161,0.010485130677191092
493.26401,0.010970701194467034,0.01754181458892852,0.010556778565484017
493.71502,0.011069613845094707,0.017730999095044817,0.00960629074835781
494.166,0.010983602868108434,0.017608254929675396,0.010860745375805083
494.61696,0.010845985273966444,0.018941542720992386,0.010258151168561661
495.06788,0.010949198469572936,0.018548735796303235,0.010210901177406374
495.51878,0.010897591891122162,0.01819235259413846,0.01171406057852441
495.96966,0.010996504503044895,0.01760219910054328,0.011621901664800025
496.4205,0.01103090890158039,0.01718731845180922,0.011798811969695837
496.87132,0.011138422642165703,0.016701872220184884,0.011542767913170732
497.32211,0.011086816025009986,0.01716107596367765,0.01063577185119589
497.77288,0.011168526495722381,0.01701397619393684,0.01044436852522238
498.22362,0.011366351758272787,0.01657675878619981,0.010584778724044423
498.67433,0.011280340742581572,0.01737834633791038,0.010348524189850383
499.12501,0.01145236273525906,0.017351972069455837,0.010183154233847873
499.57567,0.011615783599273967,0.016912779863981566,0.010606265210412384
500.0263,0.011736198974795737,0.016566270994905687,0.011954074611651605
500.4769,0.011964128090902821,0.015698067473947336,0.01281889668371421
500.92748,0.011959827545924003,0.015555092946349896,0.013515711531713322
501.37803,0.012080242921445774,0.015281080591555652,0.01362540823857479
501.82855,0.012080242921445774,0.01546232204037704,0.013827356675763318
502.27904,0.012075942376466954,0.015464340704460186,0.014195484035211625
502.72951,0.012058740196551678,0.015273049620283643,0.014474034639915916
503.17995,0.012097445140065995,0.015291129882508157,0.01347029380438524
503.63037,0.012166253898432046,0.01509571408187618,0.013381241339092327
504.08076,0.012075942376466954,0.015283099092521473,0.012952304909116493
504.53112,0.01202003525303736,0.015363714129481567,0.012904760091714245
504.98145,0.012071641831488135,0.015375738562573973,0.012944175663735642
505.43176,0.012011434124374777,0.016092717597336062,0.011672193007907677
505.88203,0.012136150083580311,0.016269789937668158,0.011181095294373495
506.33229,0.012161953353453226,0.017254506166362912,0.0105602788462897
506.78251,0.012428587413074628,0.0166218727767086,0.010698405785225577
507.23271,0.012583407187131896,0.016585449054184208,0.01021091961638956
507.68288,0.012665117619139351,0.016782708397918383,0.009496479465875453
508.13302,0.012613511040688575,0.016897553027936153,0.009437904725320767
508.58314,0.012604909950730938,0.01606787946315981,0.009835227219375053
509.03323,0.012497396210145624,0.016027725476890384,0.009674820630640039
509.48329,0.01257050555219544,0.01570342176777978,0.009822492556623392
509.93333,0.012592008277089535,0.01527647316401005,0.010350389782913168
510.38334,0.012656516529181712,0.015083075846175903,0.01093315694547193
510.83332,0.012764030269767026,0.015340719701524844,0.010351070781957659
511.28327,0.012987658840895288,0.01469202455061185,0.0110584507719699
511.7332,0.012927451133781933,0.015825858868727925,0.010433165273478925
512.1831,0.012961855532317431,0.01620844085579568,0.009572371521806304
512.63297,0.013095172542775658,0.016327103663535594,0.008579450033353798
513.08282,0.013069369272902741,0.016266718970635516,0.008664019167651053
513.53264,0.013129576941311156,0.015694733308839328,0.008978237374414524
513.98243,0.013245691771854109,0.015096504977626239,0.009430954094188976
514.4322,0.013353205512439419,0.014085458528108151,0.011166305567373816
514.88193,0.01337900882101728,0.013728987593251599,0.012083655133891416
515.33165,0.013443517034404514,0.01340872139359259,0.011882966015026327
515.78133,0.01350372474151787,0.013652322151765997,0.01260702952770018
516.23099,0.013422014309510415,0.014959367110548787,0.011296934116011889
516.68061,0.013443517034404514,0.01518488778778298,0.010334891917158005
517.13022,0.013391910455953736,0.01578908437855371,0.009663208909801142
517.57979,0.01321128737331861,0.016218227293075458,0.010349673961749762
518.02934,0.013284396715368425,0.01567643387800266,0.010979530560447814
518.47886,0.01349942419653905,0.014977403506427409,0.011052365345614584
518.92836,0.013662845060553958,0.01430259746642052,0.011659804504243873
519.37782,0.01374455549256141,0.013919884043432407,0.01171780635759525
519.82726,0.013804763199674767,0.0131485326229591,0.011705758184264163
520.27667,0.013899375266618679,0.013013501333941883,0.011315213384747072
520.72606,0.013972484608668494,0.013178549585584225,0.0101122385126013
521.17542,0.013959582973732038,0.012677129488510295,0.010577410772774949
521.62475,0.013804763199674767,0.012695428919346973,0.010571809922495073
522.07405,0.013830566469547683,0.01310017238131942,0.01054989679360257
522.52333,0.013998287917246353,0.012622713073335868,0.010573167529602858
522.97258,0.014221916449669674,0.01246337022757845,0.010255285107541779
523.4218,0.01428642470176185,0.013266800959820605,0.010473692073798875
523.871,0.014282124156783031,0.013957537162048492,0.010359746828619992
524.32016,0.014312228010339711,0.014015903009580099,0.010080588882618324
524.76931,0.014355233498832847,0.014249454476800994,0.009918535697590283
525.21842,0.014282124156783031,0.014410640702543302,0.01075615661158541
525.66751,0.014213315359712035,0.013754221826064868,0.011878728089436295
526.11657,0.014140206017662221,0.013879159957783679,0.011860328333058504
526.5656,0.01416170878126126,0.013977811390622404,0.011286214626701787
527.0146,0.014239118668289896,0.013089640542394072,0.011854057321441049
527.46358,0.014329430190254988,0.012811634725779425,0.012377250432919682
527.91253,0.014540157126446795,0.013292692680302323,0.01157118506045369
528.36145,0.014617567013475429,0.013854453585762427,0.010088615416012086
528.81035,0.014634769193390705,0.01384637892942985,0.008767952376116472
529.25922,0.014785288422469156,0.01325012539595403,0.009567045415592465
529.70806,0.014789588967447975,0.01284937541396997,0.010346846986641614
530.15688,0.014772386787532697,0.012259353175009846,0.011231018518982387
530.60566,0.014845496129582513,0.012116291077837953,0.011667407781506541
531.05442,0.014780987877490336,0.012092198689709899,0.012152517815553337
531.50316,0.014802490602384432,0.01190086392047278,0.013233625195874498
531.95186,0.014858397764518971,0.011802124573656952,0.012983313580927271
532.40054,0.015039020847154099,0.012116071746108473,0.011471883435666472
532.84919,0.014953009831462883,0.01288141104067825,0.010466377625959892
533.29782,0.01489280216305447,0.013109037933402064,0.009915965119579028
533.74642,0.015051922482090557,0.012708112649151742,0.010261685305000236
534.19499,0.015039020847154099,0.01307665153904397,0.009644118006078483
534.64353,0.01501321753857624,0.013197508476250591,0.009561866448831117
535.09204,0.01513793345907683,0.012993973971654811,0.009800707605839457
535.54053,0.015039020847154099,0.013402886179545936,0.010471840744270546
535.98899,0.015094927970583693,0.013304147014015425,0.010698759965800051
536.43743,0.015163736767654689,0.012728123842767624,0.010927492896187972
536.88583,0.01538306475509919,0.012371434083701557,0.010976855696828951
537.33421,0.015499179585642143,0.012226309292983295,0.011392136268806379
537.78256,0.01553358398417764,0.012463897925253145,0.010534645561328304
538.23089,0.015520682349241182,0.012560574723471935,0.010937386342733757
538.67918,0.015451873552170186,0.01366219794949619,0.009628334955929536
539.12745,0.015615294416185093,0.01287864697494953,0.009554943801096118
539.5757,0.015692704303213727,0.012425455701762943,0.010416570316616816
540.02391,0.015576589472670776,0.01264307700676283,0.01099748473578832
540.4721,0.015503480169325904,0.012333035382154597,0.01155299327368517
540.92026,0.015628196089826494,0.011368286662015134,0.012297250941809933
541.3684,0.015606693326227454,0.011450876677997797,0.011598236217932068
541.8165,0.015516381804262363,0.011710758366042039,0.01129780208413387
542.26458,0.015327157631669596,0.012180186865870905,0.010517926718407249
542.71263,0.015309955451754318,0.012369502807907556,0.010760692352042365
543.16066,0.015370163120162733,0.012812469487875384,0.009555021829522711
543.60865,0.015576589472670776,0.011754993728108959,0.010112060408344682
544.05662,0.01565399935969941,0.012624865145500621,0.010265664613204844
544.50457,0.015774414773926125,0.013130190790417837,0.010124417032101167
544.95248,0.015916332874341993,0.013136071661686333,0.010143948282297071
545.40037,0.016135660900491434,0.01248939517485648,0.010612071016320973
545.84823,0.016010944979990845,0.01298291589969608,0.00984600904585539
546.29606,0.015950737272877488,0.012666818627241052,0.01027328927568374
546.74387,0.015980841126434168,0.012272080771160524,0.010118337067570263
547.19165,0.016023846614927305,0.011762542151408142,0.009826787576761585
547.6394,0.01597224003647653,0.011261165920680114,0.009858172463912171
548.08713,0.016015245524969666,0.011077861941429689,0.010394345516064782
548.53482,0.0161270598105338,0.011913459736300456,0.010710767536758946
548.98249,0.016165764754048115,0.012221526381886132,0.01045965192645079
549.43013,0.01634208725299948,0.011866898990131785,0.010812124226934556
549.87775,0.016406595505091656,0.011691625800868043,0.011692747880143283
550.32534,0.016385092741492614,0.011647346753740547,0.011772123142902215
550.7729,0.01633778670802066,0.011723924462534362,0.011595708222039999
551.22043,0.01642809822998575,0.0116452842233115,0.011447321604036914
551.66793,0.016299081764506344,0.011868961520560821,0.010638002584246124
552.11541,0.01619156802392103,0.012354407752185166,0.009831123612564736
552.56286,0.01605395046848398,0.01294460511212623,0.009532879531588465
553.01029,0.01594213618291985,0.013323325073293965,0.009606374159527819
553.45768,0.015808819133756678,0.013621517730193362,0.008686300369379917
553.90505,0.01591203232936317,0.014026173441306024,0.0074278078322127595
554.35239,0.01607115264839926,0.013534627351086364,0.0077376309784772685
554.7997,0.01623457351241417,0.012914193696790676,0.007980485609399084
555.24699,0.0163936938701552,0.012585764908654005,0.008389631288968573
555.69425,0.016686131199649516,0.011578536636858042,0.009581097371464925
556.14148,0.016703333418269736,0.011479841156388126,0.009526075480938668
556.58869,0.016716235053206192,0.011401288649857058,0.009833344781645697
557.03586,0.016561415279148926,0.010948360411628494,0.011107477901958127
557.48301,0.01649260648207793,0.011270645456655955,0.011611217266410569
557.93013,0.016436699358648336,0.011532501942437448,0.011895774802087096
558.37723,0.01642809822998575,0.01237025018171439,0.010519730796294828
558.8243,0.01660872131262088,0.011922983138622216,0.010641717050686708
559.27134,0.016690431744628333,0.012392104574029828,0.009904815378183662
559.71835,0.01676784163165697,0.012482637647307391,0.009897210337846855
560.16533,0.016810847120150105,0.012734313243098667,0.009121936817929159
560.61229,0.01676784163165697,0.01257325845327673,0.00891356911758106
561.05922,0.016853852608643242,0.01213415381737692,0.008534182260952473
561.50612,0.016720535598185014,0.012541091227530792,0.008316631324575089
561.953,0.01672483614316383,0.012212837922945674,0.008769396779032082
562.39985,0.016681830654670694,0.012051783133123736,0.008973183113131406
562.84667,0.016647426256135196,0.012303546298489508,0.008393257927897302
563.29346,0.01667322956471306,0.012291434295822624,0.008830955496958665
563.74023,0.01673343723312147,0.012716276684102749,0.008607275017976982
564.18696,0.01676354108667815,0.01277464269475167,0.009109039929101411
564.63368,0.01673343723312147,0.012970014810323087,0.009805418198560352
565.08036,0.016802246030192466,0.012702102151006835,0.010325401831486478
565.52701,0.01689255755215756,0.012732206846323747,0.0097949226939704
565.97364,0.0168796559172211,0.01301012493024661,0.00957530448188515
566.42024,0.016987169657806413,0.01227094073551924,0.010377117164556688
566.86682,0.017141989431863684,0.012234517012994857,0.009976400142826938
567.31336,0.017258104262406634,0.012107516513964318,0.009366305902482417
567.75988,0.01716349215675778,0.012550658496198408,0.009028562891583951
568.20637,0.017266705352364273,0.012556582889410155,0.008332306956254176
568.65284,0.017223699863871136,0.0125586454198392,0.008223262369126277
569.09927,0.01716349215675778,0.012568782624768824,0.009109496124006468
569.54568,0.0171462899768425,0.012649353795383036,0.009235431043077495
569.99206,0.017017273511363094,0.012945527606913964,0.009357229958875108
570.43842,0.01704737732621483,0.01227892784044534,0.010200893290781025
570.88474,0.01715489106680014,0.01193847480050158,0.010570623535259465
571.33104,0.017258104262406634,0.011962523322283751,0.010519301069466492
571.77731,0.017262404807385452,0.011960504658200607,0.009782404444354733
572.22355,0.01718929546533564,0.012592918879242762,0.00897152201704753
572.66977,0.017228000408849954,0.012774116461718266,0.007936950183615968
573.11596,0.017215098773913497,0.013378269186143096,0.006961516017955209
573.56212,0.017314011385836228,0.014292419831947562,0.005994514355556906
574.00825,0.017357016874329365,0.014580343684879678,0.0060101843979282685
574.45436,0.01730541029587859,0.01464081592918624,0.0063595789538650254
574.90044,0.017369918547970768,0.01386744584462977,0.0073677111414024235
575.34649,0.01744302789002058,0.01377875597005179,0.007656438991738969
575.79251,0.0174688311598935,0.013114174867666292,0.0091068450328664
576.23851,0.017374219092949585,0.01275985419593058,0.00987188274941245
576.68448,0.017391421272864863,0.012679283025316368,0.00970256325678828
577.13042,0.017258104262406634,0.012886854858078417,0.009375668945012525
577.57633,0.01715489106680014,0.013605896260152218,0.00849356493613368
578.02222,0.01704737732621483,0.014417577132278528,0.0077551778845408315
578.46808,0.016982869112827596,0.013867884344971397,0.008648144814830429
578.91391,0.016836650428727964,0.013791525804789729,0.00871639211918386
579.35971,0.016918360860735417,0.013155074255581293,0.0095719429324745
579.80549,0.016974268022869957,0.013020086651624654,0.00961530326545201
580.25123,0.017012972966384272,0.01267568401620639,0.010225050178074319
580.69695,0.01703017514629955,0.012359499011059552,0.01108605902795557
581.14265,0.017133388341906045,0.012437919918552951,0.010843690328667766
581.58831,0.01715919161177896,0.012951408315065143,0.010613223169705768
582.03395,0.017103284488349364,0.014028851402101567,0.009593933540565152
582.47956,0.017137688886884862,0.014574550546302967,0.009136155164738938
582.92514,0.017314011385836228,0.014165550768837392,0.008942135167390609
583.3707,0.01733551414943527,0.014391071264786278,0.008674246984610908
583.81623,0.017417224581442722,0.014407088996581748,0.008755704812539088
584.26173,0.01739572181784368,0.014272189306602227,0.009059490229706237
584.7072,0.0174817328335349,0.013796836395393612,0.009863159670311768
585.15264,0.017404322946506266,0.013470689324466116,0.010554016322021166
585.59806,0.017408623491485083,0.013577415594922744,0.009912257876942804
586.04345,0.017400022401527444,0.013563328794518617,0.009591425287085986
586.48881,0.017331213604456448,0.014103103545508288,0.008376518265942993
586.93415,0.017412924036463905,0.01393787982848235,0.00788725839101917
587.37945,0.01745162897997822,0.014155325831215993,0.007470091577909946
587.82473,0.017374219092949585,0.014626641396090328,0.007535398012267561
588.26998,0.017236601498807593,0.014999349231354514,0.008174877348936871
588.71521,0.017167792740441543,0.01466916481409273,0.009409325183499118
589.1604,0.01721939931889232,0.014101216480462822,0.010069336556719146
589.60557,0.017086082269729144,0.014381285008791822,0.009892637017351212
590.05071,0.01720649768395586,0.014034775795313313,0.00863736996868559
590.49583,0.017292508660942132,0.014030650897572546,0.007879305209318007
590.94091,0.017292508660942132,0.014266264732105155,0.006935746013918938
591.38597,0.01731831193081505,0.014489766745256214,0.006451576616057336
591.831,0.017228000408849954,0.014749648433300473,0.006693450237366035
592.276,0.01716349215675778,0.01501554242853356,0.0066730314969781004
592.72098,0.01706457954483505,0.014953226804242126,0.006910206246097683
593.16593,0.017017273511363094,0.014540452552282977,0.007759053626485077
593.61085,0.01705167790989859,0.013944330454727526,0.008406476774727964
594.05574,0.017034475691278368,0.014097398484026006,0.008834452421119614
594.5006,0.017133388341906045,0.013978472478210735,0.008720713985222235
594.94544,0.01718929546533564,0.014568450850824968,0.008400483546564013
595.39025,0.01715489106680014,0.014711469244768282,0.008766650674972336
595.83503,0.017120486668264642,0.014872611767282022,0.009213751231033948
596.27978,0.01702157405634191,0.01497341346324157,0.00963701804524929
596.72451,0.01700007129274287,0.015092251736365064,0.008579254513116927
597.16921,0.01692266140571424,0.014911097857118126,0.007770039018955361
597.61388,0.01702157405634191,0.014610930402481476,0.007888198076631894
598.05852,0.016965666894207376,0.01523527013030836,0.007296806089427923
598.50314,0.016978568567848774,0.01582731085206633,0.006845838835165653
598.94773,0.017068880089813866,0.015875539512836333,0.007112139422376567
599.39229,0.017133388341906045,0.01606274922121536,0.0073120448302100545
599.83682,0.017228000408849954,0.015963966352456293,0.0080161357505617
600.28132,0.017197896555293277,0.016177462596598087,0.007990832056017309
600.7258,0.01717209328542036,0.016388940158488758,0.00816140085445448
601.17025,0.01718929546533564,0.015837141155692014,0.007775046035515362
601.61467,0.017086082269729144,0.016193699660123045,0.00740012197779907
602.05907,0.01720649768395586,0.01572032138353435,0.007725860112196205
602.50343,0.017137688886884862,0.016006358171420997,0.007547117348242449
602.94777,0.01717209328542036,0.015935836454876624,0.007634837208122038
603.39208,0.017180694375378,0.015750557677888955,0.007499249443693571
603.83636,0.01717209328542036,0.015555229265546115,0.00743200707717211
604.28062,0.017129087796927227,0.015792905793625085,0.00729047987243065
604.72485,0.01715489106680014,0.01603453193534656,0.006995705336105263
605.16905,0.017111885578307003,0.016127215108627628,0.007399788930665301
605.61322,0.016974268022869957,0.01619181241379226,0.007574478495437838
606.05736,0.016832349883749147,0.016584663041709982,0.007860403032321321
606.50148,0.016840950973706782,0.016018777238509127,0.008606600204171935
606.94557,0.016810847120150105,0.015942287099289774,0.008739748305175361
607.38963,0.01692266140571424,0.015744808586943434,0.008933278974754242
607.83366,0.01704737732621483,0.015595646631176218,0.008330304656754618
608.27767,0.017111885578307003,0.01569223569670322,0.008190620177112832
608.72165,0.0171462899768425,0.016074817520653668,0.008219211407188044
609.1656,0.01732691305947763,0.016044405924032817,0.008488971389609103
609.60952,0.017275306442321912,0.016557982053236803,0.008063390765136626
610.05341,0.01717639383039918,0.017057514903979942,0.008011190567605766
610.49728,0.01720649768395586,0.016717149596727973,0.007817038080910265
610.94112,0.017116186123285825,0.016233941379084238,0.008254799835017446
611.38493,0.017081781724750326,0.016014476875384792,0.008325531522931596
611.82871,0.017180694375378,0.015587440357637972,0.008050695909924781
612.27247,0.017129087796927227,0.015720409116226124,0.007921208394356576
612.7162,0.017043076781236007,0.015996396450042954,0.00737696484401609
613.1599,0.016918360860735417,0.016363048274889717,0.0071072926891068665
613.60357,0.01690975977077778,0.016711444372128376,0.00701681867941442
614.04721,0.01688825700717874,0.017464627797685366,0.005819874783585825
614.49083,0.01693986362433446,0.017657893498313853,0.0054104696621063405
614.93442,0.016969967439186193,0.017716259527130785,0.005391619294354014
615.37798,0.01688825700717874,0.017718365923905705,0.0061720179989593225
615.82151,0.016858153192327006,0.017859365472480567,0.006929288644323295
616.26502,0.0168796559172211,0.017359920191311908,0.0075022218686480865
616.7085,0.01675924054169933,0.017416442840143948,0.0085471717007293
617.15195,0.01675924054169933,0.01701771168536036,0.008827407936255496
617.59537,0.01676354108667815,0.01679820315219769,0.009397004105276512
618.03876,0.01678504385027719,0.01689685474815374,0.009560428877723477
618.48213,0.016828049338770325,0.01678604728318494,0.00896695066938126
618.92547,0.016810847120150105,0.017247225661297633,0.007994177335645431
619.36878,0.01676784163165697,0.0178473850870194,0.0072803933194116365
619.81206,0.016776442721614607,0.018060837464815294,0.007168261529559972
620.25531,0.016828049338770325,0.018090985845192798,0.007180148958421429
620.69854,0.01693556307935564,0.01776865693381942,0.007262043169658944
621.14174,0.01703877623625719,0.017720209122605288,0.007364218024960234
621.58491,0.01716349215675778,0.017752288615659452,0.007028269004478866
622.02805,0.017266705352364273,0.0175769715600498,0.0077352954152739885
622.47117,0.01717639383039918,0.017909349762375668,0.007585056307414829
622.91426,0.01715919161177896,0.017772431408312993,0.007282098820129696
623.35732,0.017043076781236007,0.017899431907343534,0.0068509623190443365
623.80035,0.01703017514629955,0.017832991222194016,0.006330072556550392
624.24335,0.016978568567848774,0.017675973760538366,0.006641036512102329
624.68633,0.01692266140571424,0.01773846485021337,0.006208865998643337
625.12928,0.01690975977077778,0.017418286038843534,0.006984448572873244
625.5722,0.01688825700717874,0.017881483244156688,0.00657503312705166
626.01509,0.016918360860735417,0.018266083732190276,0.006017290122251643
626.45796,0.0169140603157566,0.018249978267703016,0.006543099403819822
626.90079,0.016793644940234827,0.018342749173675885,0.007142531280540208
